Student Name,Score
student4495,29
student4496,46
student4497,39
student4498,6
student4499,46
student4500,39
student4501,45
student4502,44
student4503,46
student4504,40
student4505,25
student4506,4
student4507,25
student4508,14
student4509,7
student4510,29
student4511,31
student4512,2
student4513,18
student4514,35
student4515,46
student4516,50
student4517,44
student4518,0
student4519,36
student4520,36
student4521,15
student4522,44
student4523,28
student4524,36
student4525,19
student4526,20
student4527,6
student4528,2
student4529,26
student4530,35
student4531,41
student4532,3
student4533,25
student4534,4
student4535,8
student4536,32
student4537,23
student4538,37
student4539,14
student4540,14
student4541,24
student4542,24
student4543,30
student4544,42
student4545,21
student4546,14
student4547,33
student4548,48
student4549,40
student4550,7
student4551,35
student4552,9
student4553,23
student4554,37
student4555,36
student4556,5
student4557,6
student4558,43
student4559,43
student4560,17
student4561,38
student4562,32
student4563,21
student4564,38
student4565,10
student4566,48
student4567,34
student4568,42
student4569,40
student4570,29
student4571,35
student4572,28
student4573,9
student4574,17
student4575,27
student4576,8
student4577,4
student4578,48
student4579,16
student4580,2
student4581,48
student4582,20
student4583,28
student4584,36
student4585,12
student4586,39
student4587,2
student4588,15
student4589,16
student4590,11
student4591,29
student4592,3
student4593,40
student4594,7
student4595,26
student4596,26
student4597,18
student4598,26
student4599,50
student4600,6
student4601,30
student4602,44
student4603,15
student4604,17
student4605,43
student4606,48
student4607,41
student4608,30
student4609,38
student4610,11
student4611,24
student4612,3
student4613,12
student4614,3
student4615,7
student4616,4
student4617,40
student4618,21
student4619,18
student4620,21
student4621,8
student4622,7
student4623,7
student4624,43
student4625,19
student4626,22
student4627,31
student4628,28
student4629,6
student4630,29
student4631,31
student4632,30
student4633,41
student4634,7
student4635,3
student4636,22
student4637,42
student4638,19
student4639,15
student4640,4
student4641,35
student4642,25
student4643,32
student4644,27
student4645,40
student4646,39
student4647,50
student4648,13
student4649,20
student4650,43
student4651,37
student4652,25
student4653,17
student4654,18
student4655,8
student4656,21
student4657,16
student4658,24
student4659,40
student4660,48
student4661,32
student4662,38
student4663,25
student4664,39
student4665,18
student4666,33
student4667,36
student4668,33
student4669,50
student4670,39
student4671,22
student4672,25
student4673,50
student4674,22
student4675,17
student4676,50
student4677,34
student4678,4
student4679,14
student4680,42
student4681,34
student4682,7
student4683,18
student4684,47
student4685,12
student4686,8
student4687,0
student4688,24
student4689,34
student4690,29
student4691,21
student4692,20
student4693,12
student4694,27
student4695,13
student4696,42
student4697,43
student4698,38
student4699,19
student4700,28
student4701,37
student4702,43
student4703,5
student4704,37
student4705,8
student4706,45
student4707,26
student4708,35
student4709,28
student4710,45
student4711,30
student4712,27
student4713,14
student4714,32
student4715,46
student4716,10
student4717,47
student4718,33
student4719,19
student4720,40
student4721,30
student4722,28
student4723,20
student4724,37
student4725,29
student4726,12
student4727,48
student4728,23
student4729,50
student4730,26
student4731,44
student4732,21
student4733,25
student4734,20
student4735,5
student4736,44
student4737,22
student4738,32
student4739,0
student4740,31
student4741,20
student4742,40
student4743,17
student4744,43
student4745,14
student4746,6
student4747,16
student4748,26
student4749,46
student4750,33
student4751,2
student4752,22
student4753,44
student4754,40
student4755,30
student4756,23
student4757,20
student4758,28
student4759,43
student4760,24
student4761,8
student4762,10
student4763,46
student4764,17
student4765,12
student4766,47
student4767,38
student4768,29
student4769,27
student4770,18
student4771,47
student4772,44
student4773,24
student4774,1
student4775,43
student4776,35
student4777,48
student4778,20
student4779,43
student4780,12
student4781,43
student4782,36
student4783,41
student4784,11
student4785,38
student4786,29
student4787,1
student4788,30
student4789,17
student4790,2
student4791,25
student4792,8
student4793,21
student4794,42
student4795,5
student4796,38
student4797,49
student4798,0
student4799,24
student4800,47
student4801,24
student4802,33
student4803,47
student4804,46
student4805,17
student4806,14
student4807,36
student4808,45
student4809,0
student4810,5
student4811,37
student4812,0
student4813,14
student4814,22
student4815,29
student4816,43
student4817,15
student4818,4
student4819,48
student4820,33
student4821,17
student4822,46
student4823,31
student4824,3
student4825,19
student4826,1
student4827,38
student4828,17
student4829,42
student4830,14
student4831,31
student4832,29
student4833,48
student4834,6
student4835,41
student4836,24
student4837,19
student4838,42
student4839,7
student4840,25
student4841,14
student4842,12
student4843,13
student4844,36
student4845,38
student4846,2
student4847,38
student4848,36
student4849,36
student4850,14
student4851,29
student4852,13
student4853,12
student4854,7
student4855,16
student4856,49
student4857,26
student4858,5
student4859,8
student4860,20
student4861,48
student4862,50
student4863,38
student4864,43
student4865,23
student4866,27
student4867,17
student4868,19
student4869,1
student4870,21
student4871,25
student4872,23
student4873,6
student4874,18
student4875,5
student4876,16
student4877,12
student4878,14
student4879,31
student4880,33
student4881,4
student4882,16
student4883,7
student4884,26
student4885,46
student4886,8
student4887,29
student4888,44
student4889,42
student4890,33
student4891,50
student4892,15
student4893,16
student4894,9
student4895,3
student4896,29
student4897,31
student4898,36
student4899,1
student4900,33
student4901,47
student4902,27
student4903,5
student4904,38
student4905,16
student4906,11
student4907,44
student4908,41
student4909,39
student4910,5
student4911,38
student4912,44
student4913,19
student4914,25
student4915,17
student4916,29
student4917,42
student4918,12
student4919,2
student4920,36
student4921,22
student4922,21
student4923,50
student4924,26
student4925,26
student4926,14
student4927,21
student4928,15
student4929,44
student4930,29
student4931,19
student4932,7
student4933,50
student4934,45
student4935,33
student4936,19
student4937,38
student4938,47
student4939,11
student4940,20
student4941,46
student4942,14
student4943,27
student4944,43
student4945,23
student4946,33
student4947,43
student4948,29
student4949,20
student4950,40
student4951,11
student4952,42
student4953,28
student4954,49
student4955,3
student4956,30
student4957,48
student4958,43
student4959,1
student4960,28
student4961,27
student4962,37
student4963,39
student4964,22
student4965,48
student4966,38
student4967,18
student4968,18
student4969,42
student4970,16
student4971,10
student4972,12
student4973,30
student4974,22
student4975,36
student4976,46
student4977,15
student4978,18
student4979,41
student4980,24
student4981,46
student4982,13
student4983,16
student4984,49
student4985,9
student4986,2
student4987,9
student4988,0
student4989,38
student4990,14
student4991,7
student4992,27
student4993,45
student4994,37
student4995,39
student4996,15
student4997,49
student4998,0
student4999,27
student5000,6
student5001,4
student5002,35
student5003,25
student5004,17
student5005,8
student5006,12
student5007,8
student5008,49
student5009,20
student5010,0
student5011,33
student5012,0
student5013,10
student5014,47
student5015,45
student5016,15
student5017,31
student5018,33
student5019,40
student5020,40
student5021,14
student5022,6
student5023,20
student5024,5
student5025,44
student5026,4
student5027,41
student5028,31
student5029,27
student5030,20
student5031,2
student5032,50
student5033,0
student5034,41
student5035,43
student5036,15
student5037,4
student5038,27
student5039,4
student5040,26
student5041,15
student5042,13
student5043,31
student5044,20
student5045,30
student5046,0
student5047,19
student5048,21
student5049,19
student5050,37
student5051,45
student5052,27
student5053,36
student5054,21
student5055,43
student5056,43
student5057,45
student5058,31
student5059,17
student5060,30
student5061,41
student5062,35
student5063,5
student5064,39
student5065,50
student5066,24
student5067,0
student5068,38
student5069,22
student5070,3
student5071,45
student5072,9
student5073,14
student5074,44
student5075,14
student5076,43
student5077,43
student5078,32
student5079,39
student5080,38
student5081,11
student5082,49
student5083,11
student5084,25
student5085,38
student5086,8
student5087,28
student5088,11
student5089,21
student5090,3
student5091,6
student5092,19
student5093,39
student5094,17
student5095,24
student5096,43
student5097,13
student5098,7
student5099,41
student5100,13
student5101,35
student5102,35
student5103,18
student5104,35
student5105,18
student5106,36
student5107,30
student5108,36
student5109,3
student5110,13
student5111,10
student5112,7
student5113,32
student5114,3
student5115,18
student5116,14
student5117,40
student5118,49
student5119,9
student5120,2
student5121,24
student5122,5
student5123,0
student5124,42
student5125,46
student5126,2
student5127,28
student5128,17
student5129,45
student5130,25
student5131,10
student5132,46
student5133,17
student5134,40
student5135,7
student5136,19
student5137,39
student5138,29
student5139,21
student5140,15
student5141,30
student5142,14
student5143,29
student5144,21
student5145,26
student5146,9
student5147,9
student5148,0
student5149,4
student5150,20
student5151,21
student5152,36
student5153,44
student5154,39
student5155,30
student5156,46
student5157,39
student5158,14
student5159,2
student5160,7
student5161,1
student5162,11
student5163,21
student5164,9
student5165,33
student5166,12
student5167,20
student5168,42
student5169,35
student5170,15
student5171,3
student5172,18
student5173,1
student5174,38
student5175,38
student5176,42
student5177,22
student5178,32
student5179,38
student5180,1
student5181,46
student5182,4
student5183,15
student5184,2
student5185,19
student5186,15
student5187,34
student5188,25
student5189,16
student5190,8
student5191,18
student5192,15
student5193,21
student5194,12
student5195,23
student5196,11
student5197,30
student5198,0
student5199,35
student5200,6
student5201,5
student5202,18
student5203,49
student5204,10
student5205,22
student5206,43
student5207,27
student5208,18
student5209,9
student5210,34
student5211,50
student5212,21
student5213,49
student5214,36
student5215,45
student5216,50
student5217,13
student5218,33
student5219,22
student5220,1
student5221,29
student5222,35
student5223,33
student5224,12
student5225,11
student5226,0
student5227,50
student5228,23
student5229,8
student5230,48
student5231,44
student5232,34
student5233,50
student5234,4
student5235,41
student5236,17
student5237,50
student5238,27
student5239,0
student5240,23
student5241,31
student5242,38
student5243,0
student5244,27
student5245,26
student5246,48
student5247,45
student5248,14
student5249,45
student5250,23
student5251,12
student5252,34
student5253,23
student5254,47
student5255,29
student5256,49
student5257,49
student5258,47
student5259,23
student5260,5
student5261,32
student5262,33
student5263,13
student5264,45
student5265,45
student5266,44
student5267,29
student5268,27
student5269,6
student5270,26
student5271,49
student5272,49
student5273,4
student5274,49
student5275,46
student5276,37
student5277,39
student5278,7
student5279,18
student5280,45
student5281,32
student5282,49
student5283,10
student5284,21
student5285,2
student5286,37
student5287,36
student5288,49
student5289,49
student5290,40
student5291,20
student5292,3
student5293,22
student5294,49
student5295,41
student5296,30
student5297,26
student5298,10
student5299,26
student5300,37
student5301,45
student5302,7
student5303,1
student5304,5
student5305,35
student5306,20
student5307,22
student5308,14
student5309,41
student5310,7
student5311,1
student5312,22
student5313,39
student5314,12
student5315,22
student5316,34
student5317,33
student5318,6
student5319,28
student5320,48
student5321,41
student5322,2
student5323,9
student5324,14
student5325,2
student5326,7
student5327,8
student5328,7
student5329,9
student5330,9
student5331,29
student5332,13
student5333,33
student5334,31
student5335,23
student5336,49
student5337,20
student5338,8
student5339,24
student5340,26
student5341,35
student5342,35
student5343,22
student5344,30
student5345,33
student5346,22
student5347,36
student5348,28
student5349,12
student5350,39
student5351,43
student5352,44
student5353,32
student5354,44
student5355,16
student5356,25
student5357,26
student5358,30
student5359,38
student5360,8
student5361,5
student5362,38
student5363,7
student5364,20
student5365,22
student5366,22
student5367,50
student5368,8
student5369,41
student5370,9
student5371,45
student5372,3
student5373,7
student5374,1
student5375,49
student5376,10
student5377,50
student5378,4
student5379,17
student5380,16
student5381,16
student5382,28
student5383,6
student5384,0
student5385,46
student5386,25
student5387,16
student5388,28
student5389,32
student5390,17
student5391,8
student5392,40
student5393,36
student5394,36
student5395,45
student5396,6
student5397,33
student5398,34
student5399,35
student5400,28
student5401,37
student5402,25
student5403,39
student5404,38
student5405,31
student5406,7
student5407,36
student5408,17
student5409,43
student5410,23
student5411,16
student5412,27
student5413,45
student5414,24
student5415,35
student5416,47
student5417,20
student5418,21
student5419,39
student5420,22
student5421,30
student5422,49
student5423,17
student5424,23
student5425,36
student5426,0
student5427,5
student5428,23
student5429,31
student5430,35
student5431,31
student5432,35
student5433,14
student5434,30
student5435,9
student5436,42
student5437,16
student5438,49
student5439,26
student5440,25
student5441,27
student5442,27
student5443,34
student5444,2
student5445,13
student5446,27
student5447,18
student5448,8
student5449,12
student5450,9
student5451,42
student5452,46
student5453,5
student5454,1
student5455,5
student5456,11
student5457,18
student5458,27
student5459,20
student5460,19
student5461,18
student5462,47
student5463,30
student5464,1
student5465,0
student5466,12
student5467,8
student5468,12
student5469,42
student5470,14
student5471,31
student5472,42
student5473,33
student5474,26
student5475,34
student5476,32
student5477,22
student5478,12
student5479,36
student5480,45
student5481,7
student5482,15
student5483,13
student5484,1
student5485,26
student5486,0
student5487,36
student5488,6
student5489,49
student5490,45
student5491,4
student5492,49
student5493,2
student5494,1
student5495,2
student5496,30
student5497,48
student5498,42
student5499,20
student5500,19
student5501,31
student5502,22
student5503,48
student5504,42
student5505,45
student5506,17
student5507,10
student5508,0
student5509,3
student5510,0
student5511,30
student5512,46
student5513,45
student5514,30
student5515,33
student5516,0
student5517,24
student5518,26
student5519,12
student5520,38
student5521,8
student5522,4
student5523,39
student5524,46
student5525,30
student5526,2
student5527,11
student5528,38
student5529,37
student5530,7
student5531,27
student5532,47
student5533,8
student5534,8
student5535,42
student5536,17
student5537,36
student5538,38
student5539,5
student5540,10
student5541,42
student5542,50
student5543,41
student5544,32
student5545,7
student5546,14
student5547,33
student5548,6
student5549,47
student5550,5
student5551,50
student5552,12
student5553,22
student5554,8
student5555,44
student5556,43
student5557,34
student5558,10
student5559,29
student5560,46
student5561,47
student5562,47
student5563,42
student5564,26
student5565,27
student5566,4
student5567,7
student5568,24
student5569,15
student5570,34
student5571,31
student5572,36
student5573,15
student5574,42
student5575,41
student5576,17
student5577,48
student5578,36
student5579,15
student5580,40
student5581,29
student5582,41
student5583,46
student5584,34
student5585,24
student5586,47
student5587,38
student5588,29
student5589,44
student5590,32
student5591,16
student5592,43
student5593,18
student5594,35
student5595,48
student5596,28
student5597,15
student5598,23
student5599,50
student5600,17
student5601,42
student5602,0
student5603,47
student5604,10
student5605,4
student5606,5
student5607,40
student5608,29
student5609,41
student5610,18
student5611,33
student5612,36
student5613,25
student5614,24
student5615,24
student5616,23
student5617,0
student5618,41
student5619,21
student5620,46
student5621,30
student5622,27
student5623,0
student5624,47
student5625,23
student5626,17
student5627,16
student5628,49
student5629,38
student5630,31
student5631,22
student5632,40
student5633,8
student5634,44
student5635,41
student5636,0
student5637,29
student5638,41
student5639,47
student5640,21
student5641,40
student5642,44
student5643,44
student5644,40
student5645,47
student5646,46
student5647,17
student5648,18
student5649,34
student5650,2
student5651,1
student5652,3
student5653,7
student5654,1
student5655,22
student5656,50
student5657,45
student5658,7
student5659,34
student5660,29
student5661,4
student5662,42
student5663,38
student5664,39
student5665,5
student5666,48
student5667,0
student5668,29
student5669,42
student5670,29
student5671,2
student5672,33
student5673,11
student5674,23
student5675,20
student5676,38
student5677,5
student5678,20
student5679,34
student5680,4
student5681,30
student5682,31
student5683,42
student5684,18
student5685,8
student5686,34
student5687,9
student5688,44
student5689,22
student5690,34
student5691,26
student5692,29
student5693,47
student5694,30
student5695,37
student5696,26
student5697,21
student5698,27
student5699,32
student5700,10
student5701,30
student5702,38
student5703,14
student5704,4
student5705,0
student5706,47
student5707,16
student5708,37
student5709,31
student5710,47
student5711,23
student5712,26
student5713,1
student5714,29
student5715,33
student5716,50
student5717,1
student5718,12
student5719,23
student5720,30
student5721,45
student5722,0
student5723,26
student5724,9
student5725,5
student5726,11
student5727,18
student5728,7
student5729,33
student5730,24
student5731,50
student5732,29
student5733,2
student5734,26
student5735,1
student5736,17
student5737,38
student5738,32
student5739,2
student5740,41
student5741,0
student5742,11
student5743,21
student5744,33
student5745,12
student5746,20
student5747,24
student5748,25
student5749,38
student5750,24
student5751,21
student5752,12
student5753,47
student5754,24
student5755,0
student5756,22
student5757,35
student5758,14
student5759,7
student5760,42
student5761,42
student5762,19
student5763,46
student5764,2
student5765,15
student5766,37
student5767,22
student5768,10
student5769,36
student5770,10
student5771,14
student5772,36
student5773,2
student5774,35
student5775,25
student5776,5
student5777,20
student5778,42
student5779,2
student5780,49
student5781,15
student5782,38
student5783,49
student5784,24
student5785,0
student5786,1
student5787,43
student5788,45
student5789,2
student5790,47
student5791,39
student5792,40
student5793,43
student5794,22
student5795,18
student5796,18
student5797,44
student5798,27
student5799,38
student5800,1
student5801,43
student5802,41
student5803,33
student5804,5
student5805,34
student5806,9
student5807,47
student5808,6
student5809,40
student5810,26
student5811,40
student5812,12
student5813,38
student5814,37
student5815,16
student5816,27
student5817,33
student5818,23
student5819,48
student5820,8
student5821,34
student5822,28
student5823,30
student5824,44
student5825,45
student5826,23
student5827,47
student5828,11
student5829,25
student5830,33
student5831,0
student5832,28
student5833,43
student5834,47
student5835,21
student5836,10
student5837,18
student5838,2
student5839,2
student5840,22
student5841,38
student5842,15
student5843,32
student5844,12
student5845,36
student5846,17
student5847,29
student5848,19
student5849,27
student5850,35
student5851,23
student5852,1
student5853,46
student5854,6
student5855,45
student5856,3
student5857,19
student5858,22
student5859,12
student5860,43
student5861,24
student5862,1
student5863,47
student5864,19
student5865,44
student5866,10
student5867,38
student5868,16
student5869,32
student5870,43
student5871,1
student5872,25
student5873,38
student5874,44
student5875,4
student5876,38
student5877,37
student5878,49
student5879,37
student5880,21
student5881,1
student5882,2
student5883,12
student5884,48
student5885,36
student5886,20
student5887,18
student5888,9
student5889,43
student5890,7
student5891,4
student5892,36
student5893,31
student5894,25
student5895,15
student5896,7
student5897,27
student5898,16
student5899,7
student5900,15
student5901,5
student5902,27
student5903,9
student5904,50
student5905,14
student5906,30
student5907,48
student5908,21
student5909,50
student5910,8
student5911,6
student5912,28
student5913,20
student5914,1
student5915,31
student5916,19
student5917,27
student5918,49
student5919,27
student5920,23
student5921,29
student5922,22
student5923,14
student5924,31
student5925,28
student5926,13
student5927,14
student5928,7
student5929,18
student5930,2
student5931,27
student5932,2
student5933,18
student5934,35
student5935,47
student5936,12
student5937,6
student5938,31
student5939,26
student5940,12
student5941,28
student5942,46
student5943,31
student5944,13
student5945,34
student5946,30
student5947,42
student5948,24
student5949,14
student5950,37
student5951,25
student5952,38
student5953,28
student5954,33
student5955,11
student5956,17
student5957,11
student5958,42
student5959,35
student5960,37
student5961,27
student5962,44
student5963,43
student5964,2
student5965,43
student5966,27
student5967,30
student5968,22
student5969,43
student5970,29
student5971,47
student5972,2
student5973,27
student5974,9
student5975,39
student5976,26
student5977,22
student5978,28
student5979,39
student5980,30
student5981,49
student5982,34
student5983,29
student5984,24
student5985,6
student5986,12
student5987,4
student5988,2
student5989,49
student5990,21
student5991,25
student5992,13
student5993,41
student5994,30
student5995,24
student5996,47
student5997,15
student5998,34
student5999,17
student6000,8
student6001,37
student6002,41
student6003,32
student6004,35
student6005,42
student6006,15
student6007,11
student6008,33
student6009,48
student6010,23
student6011,31
student6012,7
student6013,28
student6014,25
student6015,13
student6016,18
student6017,48
student6018,0
student6019,11
student6020,46
student6021,48
student6022,45
student6023,8
student6024,12
student6025,45
student6026,7
student6027,21
student6028,20
student6029,6
student6030,39
student6031,32
student6032,50
student6033,15
student6034,25
student6035,19
student6036,18
student6037,0
student6038,39
student6039,50
student6040,1
student6041,47
student6042,16
student6043,11
student6044,40
student6045,38
student6046,10
student6047,5
student6048,15
student6049,6
student6050,44
student6051,40
student6052,15
student6053,17
student6054,2
student6055,34
student6056,9
student6057,10
student6058,26
student6059,33
student6060,3
student6061,22
student6062,19
student6063,17
student6064,2
student6065,32
student6066,19
student6067,13
student6068,35
student6069,32
student6070,37
student6071,39
student6072,25
student6073,19
student6074,15
student6075,5
student6076,34
student6077,40
student6078,2
student6079,14
student6080,36
student6081,28
student6082,23
student6083,38
student6084,25
student6085,8
student6086,21
student6087,18
student6088,33
student6089,29
student6090,31
student6091,1
student6092,40
student6093,41
student6094,10
student6095,19
student6096,35
student6097,3
student6098,35
student6099,32
student6100,8
student6101,35
student6102,23
student6103,8
student6104,22
student6105,26
student6106,18
student6107,25
student6108,35
student6109,23
student6110,34
student6111,49
student6112,39
student6113,47
student6114,28
student6115,2
student6116,8
student6117,37
student6118,45
student6119,6
student6120,12
student6121,8
student6122,49
student6123,30
student6124,36
student6125,36
student6126,2
student6127,45
student6128,42
student6129,24
student6130,7
student6131,4
student6132,22
student6133,1
student6134,36
student6135,12
student6136,22
student6137,42
student6138,47
student6139,33
student6140,29
student6141,12
student6142,50
student6143,23
student6144,7
student6145,7
student6146,29
student6147,27
student6148,46
student6149,8
student6150,41
student6151,22
student6152,46
student6153,47
student6154,24
student6155,2
student6156,23
student6157,38
student6158,44
student6159,28
student6160,16
student6161,6
student6162,1
student6163,45
student6164,11
student6165,42
student6166,45
student6167,48
student6168,10
student6169,20
student6170,45
student6171,20
student6172,4
student6173,24
student6174,14
student6175,22
student6176,6
student6177,38
student6178,23
student6179,39
student6180,15
student6181,8
student6182,8
student6183,15
student6184,22
student6185,39
student6186,21
student6187,18
student6188,29
student6189,35
student6190,31
student6191,41
student6192,14
student6193,22
student6194,48
student6195,47
student6196,49
student6197,40
student6198,44
student6199,26
student6200,48
student6201,16
student6202,31
student6203,33
student6204,44
student6205,1
student6206,0
student6207,28
student6208,13
student6209,23
student6210,1
student6211,46
student6212,1
student6213,1
student6214,22
student6215,13
student6216,35
student6217,13
student6218,45
student6219,0
student6220,46
student6221,29
student6222,19
student6223,36
student6224,23
student6225,19
student6226,12
student6227,41
student6228,8
student6229,31
student6230,14
student6231,37
student6232,16
student6233,21
student6234,27
student6235,0
student6236,29
student6237,48
student6238,19
student6239,45
student6240,36
student6241,33
student6242,4
student6243,8
student6244,16
student6245,27
student6246,28
student6247,2
student6248,11
student6249,12
student6250,46
student6251,24
student6252,20
student6253,9
student6254,35
student6255,13
student6256,44
student6257,13
student6258,5
student6259,32
student6260,38
student6261,24
student6262,46
student6263,36
student6264,42
student6265,49
student6266,31
student6267,49
student6268,4
student6269,11
student6270,38
student6271,50
student6272,3
student6273,5
student6274,4
student6275,50
student6276,48
student6277,39
student6278,2
student6279,19
student6280,45
student6281,41
student6282,8
student6283,40
student6284,34
student6285,31
student6286,30
student6287,27
student6288,31
student6289,15
student6290,7
student6291,6
student6292,20
student6293,43
student6294,13
student6295,23
student6296,43
student6297,0
student6298,45
student6299,46
student6300,36
student6301,48
student6302,9
student6303,42
student6304,44
student6305,48
student6306,5
student6307,10
student6308,30
student6309,16
student6310,34
student6311,26
student6312,5
student6313,18
student6314,46
student6315,48
student6316,36
student6317,2
student6318,19
student6319,19
student6320,44
student6321,26
student6322,12
student6323,25
student6324,7
student6325,12
student6326,46
student6327,4
student6328,8
student6329,39
student6330,29
student6331,9
student6332,35
student6333,21
student6334,27
student6335,8
student6336,16
student6337,18
student6338,40
student6339,39
student6340,28
student6341,38
student6342,12
student6343,38
student6344,43
student6345,18
student6346,34
student6347,3
student6348,9
student6349,49
student6350,36
student6351,28
student6352,38
student6353,17
student6354,17
student6355,44
student6356,41
student6357,3
student6358,27
student6359,25
student6360,34
student6361,3
student6362,47
student6363,46
student6364,17
student6365,13
student6366,34
student6367,36
student6368,50
student6369,24
student6370,14
student6371,28
student6372,18
student6373,19
student6374,48
student6375,31
student6376,25
student6377,17
student6378,36
student6379,17
student6380,15
student6381,43
student6382,9
student6383,32
student6384,17
student6385,36
student6386,36
student6387,16
student6388,29
student6389,16
student6390,31
student6391,34
student6392,18
student6393,33
student6394,28
student6395,13
student6396,49
student6397,3
student6398,48
student6399,28
student6400,22
student6401,48
student6402,42
student6403,35
student6404,47
student6405,21
student6406,43
student6407,18
student6408,10
student6409,29
student6410,45
student6411,24
student6412,48
student6413,48
student6414,42
student6415,3
student6416,4
student6417,36
student6418,10
student6419,44
student6420,16
student6421,13
student6422,38
student6423,6
student6424,49
student6425,8
student6426,30
student6427,48
student6428,34
student6429,15
student6430,37
student6431,44
student6432,25
student6433,45
student6434,12
student6435,15
student6436,1
student6437,14
student6438,44
student6439,22
student6440,29
student6441,27
student6442,22
student6443,21
student6444,30
student6445,6
student6446,46
student6447,19
student6448,39
student6449,30
student6450,33
student6451,29
student6452,42
student6453,48
student6454,21
student6455,45
student6456,4
student6457,37
student6458,26
student6459,3
student6460,23
student6461,10
student6462,36
student6463,41
student6464,35
student6465,23
student6466,1
student6467,37
student6468,35
student6469,49
student6470,36
student6471,0
student6472,13
student6473,43
student6474,23
student6475,47
student6476,1
student6477,37
student6478,4
student6479,50
student6480,44
student6481,10
student6482,44
student6483,45
student6484,35
student6485,31
student6486,39
student6487,9
student6488,20
student6489,14
student6490,19
student6491,22
student6492,20
student6493,3
student6494,2
student6495,14
student6496,26
student6497,37
student6498,4
student6499,8
student6500,36
student6501,10
student6502,11
student6503,25
student6504,10
student6505,29
student6506,39
student6507,49
student6508,34
student6509,22
student6510,13
student6511,0
student6512,34
student6513,20
student6514,38
student6515,43
student6516,35
student6517,7
student6518,18
student6519,0
student6520,50
student6521,17
student6522,26
student6523,23
student6524,27
student6525,48
student6526,44
student6527,43
student6528,21
student6529,38
student6530,39
student6531,23
student6532,6
student6533,9
student6534,41
student6535,47
student6536,34
student6537,39
student6538,20
student6539,20
student6540,31
student6541,21
student6542,46
student6543,35
student6544,8
student6545,41
student6546,2
student6547,46
student6548,7
student6549,19
student6550,22
student6551,49
student6552,43
student6553,35
student6554,47
student6555,11
student6556,19
student6557,47
student6558,49
student6559,48
student6560,35
student6561,44
student6562,46
student6563,31
student6564,43
student6565,22
student6566,24
student6567,40
student6568,41
student6569,19
student6570,28
student6571,7
student6572,5
student6573,44
student6574,15
student6575,34
student6576,8
student6577,42
student6578,40
student6579,36
student6580,12
student6581,17
student6582,13
student6583,0
student6584,23
student6585,3
student6586,46
student6587,27
student6588,37
student6589,10
student6590,0
student6591,9
student6592,16
student6593,48
student6594,49
student6595,37
student6596,50
student6597,38
student6598,45
student6599,12
student6600,24
student6601,48
student6602,48
student6603,7
student6604,33
student6605,47
student6606,26
student6607,19
student6608,3
student6609,44
student6610,50
student6611,17
student6612,36
student6613,20
student6614,50
student6615,16
student6616,25
student6617,24
student6618,38
student6619,23
student6620,50
student6621,38
student6622,13
student6623,22
student6624,16
student6625,4
student6626,8
student6627,14
student6628,20
student6629,45
student6630,39
student6631,36
student6632,5
student6633,42
student6634,9
student6635,49
student6636,50
student6637,12
student6638,13
student6639,34
student6640,30
student6641,21
student6642,16
student6643,29
student6644,12
student6645,15
student6646,3
student6647,8
student6648,12
student6649,12
student6650,8
student6651,7
student6652,48
student6653,35
student6654,41
student6655,17
student6656,26
student6657,47
student6658,31
student6659,39
student6660,36
student6661,15
student6662,27
student6663,26
student6664,14
student6665,3
student6666,36
student6667,28
student6668,15
student6669,2
student6670,31
student6671,35
student6672,48
student6673,23
student6674,17
student6675,12
student6676,2
student6677,1
student6678,16
student6679,44
student6680,26
student6681,0
student6682,43
student6683,5
student6684,43
student6685,37
student6686,50
student6687,27
student6688,4
student6689,15
student6690,20
student6691,47
student6692,26
student6693,45
student6694,1
student6695,28
student6696,19
student6697,8
student6698,38
student6699,9
student6700,49
student6701,32
student6702,37
student6703,6
student6704,11
student6705,43
student6706,36
student6707,2
student6708,28
student6709,34
student6710,7
student6711,15
student6712,18
student6713,39
student6714,25
student6715,12
student6716,25
student6717,15
student6718,10
student6719,44
student6720,47
student6721,23
student6722,22
student6723,26
student6724,43
student6725,22
student6726,44
student6727,39
student6728,49
student6729,44
student6730,1
student6731,48
student6732,48
student6733,2
student6734,30
student6735,15
student6736,10
student6737,34
student6738,0
student6739,4
student6740,26
student6741,26
student6742,3
student6743,8
student6744,29
student6745,9
student6746,1
student6747,25
student6748,14
student6749,7
student6750,11
student6751,13
student6752,28
student6753,31
student6754,25
student6755,50
student6756,49
student6757,9
student6758,16
student6759,6
student6760,8
student6761,40
student6762,3
student6763,45
student6764,34
student6765,1
student6766,37
student6767,48
student6768,11
student6769,0
student6770,2
student6771,3
student6772,9
student6773,11
student6774,48
student6775,15
student6776,27
student6777,19
student6778,12
student6779,29
student6780,0
student6781,45
student6782,4
student6783,28
student6784,4
student6785,29
student6786,10
student6787,32
student6788,34
student6789,21
student6790,46
student6791,19
student6792,36
student6793,6
student6794,23
student6795,48
student6796,20
student6797,0
student6798,49
student6799,42
student6800,37
student6801,1
student6802,25
student6803,38
student6804,6
student6805,10
student6806,18
student6807,50
student6808,33
student6809,25
student6810,6
student6811,45
student6812,18
student6813,0
student6814,18
student6815,7
student6816,25
student6817,46
student6818,34
student6819,10
student6820,49
student6821,28
student6822,25
student6823,16
student6824,46
student6825,43
student6826,26
